#index	label	wavelength	comment
46619	CH3OH     427.728m		CH3OH
46624	CH3OH     425.747m		CH3OH
46629	CH3OH     422.147m		CH3OH
46634	CH3OH     419.771m		CH3OH
46639	CH3OH     418.651m		CH3OH
46644	CH3OH     417.179m		CH3OH
46649	CH3OH     415.877m		CH3OH
46654	CH3OH     415.832m		CH3OH
46659	CH3OH     415.757m		CH3OH
46664	CH3OH     415.604m		CH3OH
46669	CH3OH     415.330m		CH3OH
46674	CH3OH     414.933m		CH3OH
46679	CH3OH     414.335m		CH3OH
46684	CH3OH     413.887m		CH3OH
46689	CH3OH     407.624m		CH3OH
46694	CH3OH     403.127m		CH3OH
46699	CH3OH     402.518m		CH3OH
46704	CH3OH     400.121m		CH3OH
46709	CH3OH     397.624m		CH3OH
46714	CH3OH     396.205m		CH3OH
46719	CH3OH     395.009m		CH3OH
46724	CH3OH     392.995m		CH3OH
46729	CH3OH     392.141m		CH3OH
46734	CH3OH     391.068m		CH3OH
46739	CH3OH     390.926m		CH3OH
46744	CH3OH     390.876m		CH3OH
46749	CH3OH     390.839m		CH3OH
46754	CH3OH     390.804m		CH3OH
46759	CH3OH     390.766m		CH3OH
46764	CH3OH     390.758m		CH3OH
46769	CH3OH     387.999m		CH3OH
46774	CH3OH     382.145m		CH3OH
46779	CH3OH     378.626m		CH3OH
46784	CH3OH     378.002m		CH3OH
46789	CH3OH     375.867m		CH3OH
46794	CH3OH     372.602m		CH3OH
46799	CH3OH     371.100m		CH3OH
46804	CH3OH     369.353m		CH3OH
46809	CH3OH     367.709m		CH3OH
46814	CH3OH     365.167m		CH3OH
46819	CH3OH     359.578m		CH3OH
46824	CH3OH     356.892m		CH3OH
46829	CH3OH     356.329m		CH3OH
46834	CH3OH     355.708m		CH3OH
46839	CH3OH     355.599m		CH3OH
46844	CH3OH     355.529m		CH3OH
46849	CH3OH     355.499m		CH3OH
46854	CH3OH     355.466m		CH3OH
46859	CH3OH     355.459m		CH3OH
46864	CH3OH     354.390m		CH3OH
46869	CH3OH     351.608m		CH3OH
46874	CH3OH     348.313m		CH3OH
46879	CH3OH     347.152m		CH3OH
46884	CH3OH     346.169m		CH3OH
46889	CH3OH     344.875m		CH3OH
46894	CH3OH     337.028m		CH3OH
46899	CH3OH     335.224m		CH3OH
46904	CH3OH     332.817m		CH3OH
46909	CH3OH     329.447m		CH3OH
46914	CH3OH     328.587m		CH3OH
46919	CH3OH     327.859m		CH3OH
46924	CH3OH     326.742m		CH3OH
46929	CH3OH     318.031m		CH3OH
46934	CH3OH     315.899m		CH3OH
46939	CH3OH     312.040m		CH3OH
46944	CH3OH     311.365m		CH3OH
46949	CH3OH     310.433m		CH3OH
46954	CH3OH     303.267m		CH3OH
46959	CH3OH     302.508m		CH3OH
46964	CH3OH     300.611m		CH3OH
46969	OH        18.5823c		OH
46974	OH        17.9807c		OH
46979	OH        17.9807c		OH
46984	OH        17.4169c		OH
46989	OH        119.410m		OH
46994	OH        119.407m		OH
46999	OH        119.409m		OH
47004	OH        4.98123c		OH
47009	OH        4.96877c		OH
47014	OH        119.202m		OH
47019	OH        119.200m		OH
47024	OH        4.96632c		OH
47029	OH        4.95393c		OH
47034	OH        119.202m		OH
47039	OH        79.1594m		OH
47044	OH        235.962m		OH
47049	OH        79.1602m		OH
47054	OH        79.1591m		OH
47059	OH        6.42934c		OH
47064	OH        79.0965m		OH
47069	OH        6.30740c		OH
47074	OH        6.28743c		OH
47079	OH        233.976m		OH
47084	OH        79.0957m		OH
47089	OH        79.0946m		OH
47094	OH        163.354m		OH
47099	OH        163.352m		OH
47104	OH        96.3412m		OH
47109	OH        53.3369m		OH
47114	OH        53.3364m		OH
47119	OH        163.353m		OH
47124	OH        96.3413m		OH
47129	OH        96.3408m		OH
47134	OH        53.3368m		OH
47139	OH        53.3363m		OH
47144	OH        3.86743c		OH
47149	OH        3.86150c		OH
47154	OH        163.086m		OH
47159	OH        163.078m		OH
47164	OH        96.2876m		OH
47169	OH        53.2476m		OH
47174	OH        53.2471m		OH
47179	OH        3.83169c		OH
47184	OH        3.82588c		OH
47189	OH        163.080m		OH
47194	OH        96.2860m		OH
47199	OH        96.2854m		OH
47204	OH        53.2469m		OH
47209	OH        53.2464m		OH
47214	OH        84.5738m		OH
47219	OH        705.141m		OH
47224	OH        84.5736m		OH
47229	OH        84.5732m		OH
47234	OH        49.5220m		OH
47239	OH        2.23101c		OH
47244	OH        2.22957c		OH
47249	OH        84.3974m		OH
47254	OH        2.23101c		OH
47259	OH        2.22957c		OH
47264	OH        671.557m		OH
47269	OH        84.3974m		OH
47274	OH        84.3969m		OH
47279	OH        49.3988m		OH
47284	OH        115.123m		OH
47289	OH        98.7105m		OH
47294	OH        98.7101m		OH
47299	OH        61.5896m		OH
47304	OH        48.8037m		OH
47309	OH        48.8035m		OH
47314	OH        34.6201m		OH
47319	OH        34.6199m		OH
47324	OH        115.122m		OH
47329	OH        115.122m		OH
47334	OH        98.7099m		OH
47339	OH        48.8035m		OH
47344	OH        48.8034m		OH
47349	OH        34.6200m		OH
47354	OH        3.69199c		OH
47359	OH        3.68369c		OH
47364	OH        115.358m		OH
47369	OH        98.7003m		OH
47374	OH        98.6980m		OH
47379	OH        61.4269m		OH
47384	OH        48.6913m		OH
47389	OH        48.6912m		OH
47394	OH        34.5942m		OH
47399	OH        34.5940m		OH
47404	OH        3.65941c		OH
47409	OH        3.65126c		OH
47414	OH        115.354m		OH
47419	OH        115.354m		OH
47424	OH        98.6980m		OH
47429	OH        48.6907m		OH
47434	OH        48.6906m		OH
47439	OH        34.5939m		OH
47444	H2CO      6.20562c		H2CO
47449	H2CO      2128.03m		H2CO
47454	H2CO      2.06855c		H2CO
47459	H2CO      1991.45m		H2CO
47464	H2CO      1419.00m		H2CO
47469	H2CO      1.03438c		H2CO
47474	H2CO      1327.92m		H2CO
47479	H2CO      1064.59m		H2CO
47484	H2CO      6207.17m		H2CO
47489	H2CO      996.260m		H2CO
47494	H2CO      852.006m		H2CO
47499	H2CO      4139.15m		H2CO
47504	H2CO      797.326m		H2CO
47509	H2CO      710.352m		H2CO
47514	H2CO      2957.69m		H2CO
47519	H2CO      664.779m		H2CO
47524	H2CO      609.207m		H2CO
47529	H2CO      2219.60m		H2CO
47534	H2CO      570.155m		H2CO
47539	H2CO      176.739m		H2CO
47544	H2CO      153.829m		H2CO
47549	H2CO      136.947m		H2CO
47554	H2CO      2967.43c		H2CO
47559	H2CO      181.918m		H2CO
47564	H2CO      151.575m		H2CO
47569	H2CO      137.859m		H2CO
47574	H2CO      533.387m		H2CO
47579	H2CO      1028.58m		H2CO
47584	H2CO      183.265m		H2CO
47589	H2CO      154.579m		H2CO
47594	H2CO      132.107m		H2CO
47599	H2CO      2967.43c		H2CO
47604	H2CO      1028.58m		H2CO
47609	H2CO      191.755m		H2CO
47614	H2CO      150.823m		H2CO
47619	H2CO      133.816m		H2CO
47624	H2CO      1727.84m		H2CO
47629	H2CO      499.242m		H2CO
47634	H2CO      822.760m		H2CO
47639	H2CO      189.960m		H2CO
47644	H2CO      155.511m		H2CO
47649	H2CO      127.458m		H2CO
47654	H2CO      1658.69c		H2CO
47659	H2CO      822.726m		H2CO
47664	H2CO      202.996m		H2CO
47669	H2CO      149.879m		H2CO
47674	H2CO      130.129m		H2CO
47679	H2CO      474.450m		H2CO
47684	H2CO      1383.90m		H2CO
47689	H2CO      444.140m		H2CO
47694	H2CO      685.524m		H2CO
47699	H2CO      196.792m		H2CO
47704	H2CO      156.620m		H2CO
47709	H2CO      122.990m		H2CO
47714	H2CO      555.238c		H2CO
47719	H2CO      685.468m		H2CO
47724	H2CO      215.928m		H2CO
47729	H2CO      148.739m		H2CO
47734	H2CO      126.753m		H2CO
47739	H2CO      427.322m		H2CO
47744	H2CO      587.491m		H2CO
47749	H2CO      203.713m		H2CO
47754	H2CO      157.900m		H2CO
47759	H2CO      118.692m		H2CO
47764	H2CO      216.947c		H2CO
47769	H2CO      587.394m		H2CO
47774	H2CO      230.917m		H2CO
47779	H2CO      147.403m		H2CO
47784	H2CO      123.648m		H2CO
47789	H2CO      1134.11m		H2CO
47794	H2CO      400.110m		H2CO
47799	H2CO      513.956m		H2CO
47804	H2CO      210.666m		H2CO
47809	H2CO      159.342m		H2CO
47814	H2CO      114.556m		H2CO
47819	H2CO      99.1197c		H2CO
47824	H2CO      513.811m		H2CO
47829	H2CO      248.431m		H2CO
47834	H2CO      145.867m		H2CO
47839	H2CO      120.775m		H2CO
47844	H2CO      388.783m		H2CO
47849	H2CO      947.079m		H2CO
47854	H2CO      364.132m		H2CO
47859	H2CO      456.761m		H2CO
47864	H2CO      217.580m		H2CO
47869	H2CO      160.938m		H2CO
47874	H2CO      110.572m		H2CO
47879	H2CO      49.7480c		H2CO
47884	H2CO      456.553m		H2CO
47889	H2CO      269.087m		H2CO
47894	H2CO      144.130m		H2CO
47899	H2CO      118.104m		H2CO
47904	H2CO      356.681m		H2CO
47909	H2CO      803.542m		H2CO
47914	H2CO      334.198m		H2CO
47919	H2CO      411.005m		H2CO
47924	H2CO      224.369m		H2CO
47929	H2CO      162.672m		H2CO
47934	H2CO      106.732m		H2CO
47939	H2CO      26.9400c		H2CO
47944	H2CO      410.717m		H2CO
47949	H2CO      293.705m		H2CO
47954	H2CO      142.191m		H2CO
47959	H2CO      115.602m		H2CO
47964	H2CO      4114.78m		H2CO
47969	H2CO      2058.41m		H2CO
47974	H2CO      1373.42m		H2CO
47979	H2CO      1031.26m		H2CO
47984	H2CO      826.255m		H2CO
47989	H2CO      305.225m		H2CO
47994	H2CO      416.650c		H2CO
47999	H2CO      392.402m		H2CO
48004	H2CO      265.793m		H2CO
48009	H2CO      1371.82m		H2CO
48014	H2CO      305.146m		H2CO
48019	H2CO      84.0245c		H2CO
48024	H2CO      1370.03m		H2CO
48029	H2CO      433.158m		H2CO
48034	H2CO      249.599m		H2CO
48039	H2CO      689.791m		H2CO
48044	H2CO      1029.09m		H2CO
48049	H2CO      304.955m		H2CO
48054	H2CO      28.1617c		H2CO
48059	H2CO      1026.59m		H2CO
48064	H2CO      482.522m		H2CO
48069	H2CO      235.161m		H2CO
48074	H2CO      592.508m		H2CO
48079	H2CO      823.505m		H2CO
48084	H2CO      304.579m		H2CO
48089	H2CO      12.0749c		H2CO
48094	H2CO      820.310m		H2CO
48099	H2CO      542.953m		H2CO
48104	H2CO      222.135m		H2CO
48109	H2CO      686.489m		H2CO
48114	H2CO      303.934m		H2CO
48119	H2CO      6.04801c		H2CO
48124	H2CO      682.622m		H2CO
48129	H2CO      617.672m		H2CO
48134	H2CO      210.241m		H2CO
48139	H2CO      519.693m		H2CO
48144	H2CO      588.653m		H2CO
48149	H2CO      302.916m		H2CO
48154	H2CO      3.37288c		H2CO
48159	H2CO      710.897m		H2CO
48164	H2CO      584.144m		H2CO
48169	H2CO      199.258m		H2CO
48174	H2CO      463.173m		H2CO
48179	H2CO      515.310m		H2CO
48184	H2CO      301.422m		H2CO
48189	H2CO      2.03526c		H2CO
48194	H2CO      828.007m		H2CO
48199	H2CO      510.187m		H2CO
48204	H2CO      189.002m		H2CO
48209	H2CO      418.042m		H2CO
48214	H2CO      458.294m		H2CO
48219	H2CO      299.348m		H2CO
48224	H2CO      1.30496c		H2CO
48229	H2CO      975.496m		H2CO
48234	H2CO      452.591m		H2CO
48239	H2CO      179.332m		H2CO
48244	H2CO      116.265m		H2CO
48249	H2CO      101.918m		H2CO
48254	H2CO      92.7033m		H2CO
48259	H2CO      116.377m		H2CO
48264	H2CO      101.881m		H2CO
48269	H2CO      92.7135m		H2CO
48274	H2CO      381.174m		H2CO
48279	H2CO      412.706m		H2CO
48284	H2CO      296.602m		H2CO
48289	H2CO      8788.84m		H2CO
48294	H2CO      1160.33m		H2CO
48299	H2CO      406.474m		H2CO
48304	H2CO      170.143m		H2CO
48309	H2CO      823.146m		H2CO
48314	H2CO      119.629m		H2CO
48319	H2CO      101.962m		H2CO
48324	H2CO      90.6600m		H2CO
48329	H2CO      76.3411m		H2CO
48334	H2CO      823.146m		H2CO
48339	H2CO      119.866m		H2CO
48344	H2CO      101.876m		H2CO
48349	H2CO      90.6892m		H2CO
48354	H2CO      685.906m		H2CO
48359	H2CO      123.178m		H2CO
48364	H2CO      102.035m		H2CO
48369	H2CO      88.7011m		H2CO
48374	H2CO      76.2932m		H2CO
48379	H2CO      685.906m		H2CO
48384	H2CO      123.629m		H2CO
48389	H2CO      101.863m		H2CO
48394	H2CO      88.7663m		H2CO
48399	H2CO      87.5689m		H2CO
48404	H2CO      68.6953m		H2CO
48409	H2CO      350.477m		H2CO
48414	H2CO      375.429m		H2CO
48419	H2CO      293.112m		H2CO
48424	H2CO      6164.73m		H2CO
48429	H2CO      1387.70m		H2CO
48434	H2CO      368.725m		H2CO
48439	H2CO      161.359m		H2CO
48444	H2CO      587.864m		H2CO
48449	H2CO      126.922m		H2CO
48454	H2CO      102.147m		H2CO
48459	H2CO      86.8191m		H2CO
48464	H2CO      76.2157m		H2CO
48469	H2CO      587.864m		H2CO
48474	H2CO      127.719m		H2CO
48479	H2CO      101.839m		H2CO
48484	H2CO      89.3141m		H2CO
48489	H2CO      86.9439m		H2CO
48494	H2CO      67.5293m		H2CO
48499	HNC       3305.75m		HNC
48504	HNC       1652.90m		HNC
48509	HNC       1101.95m		HNC
48514	HNC       826.492m		HNC
48519	HNC       661.221m		HNC
48524	HNC       551.041m		HNC
48529	HNC       472.351m		HNC
48534	HNC       413.333m		HNC
48539	HNC       367.434m		HNC
48544	HNC       330.719m		HNC
48549	HNC       300.681m		HNC
48554	HNC       275.653m		HNC
48559	HNC       254.476m		HNC
48564	HNC       236.327m		HNC
48569	HNC       220.601m		HNC
48574	HNC       206.841m		HNC
48579	HNC       194.702m		HNC
48584	HNC       183.914m		HNC
48589	HNC       174.263m		HNC
48594	HNC       165.578m		HNC
48599	HNC       157.722m		HNC
48604	HNC       150.581m		HNC
48609	HNC       144.063m		HNC
48614	HNC       138.089m		HNC
48619	HNC       132.594m		HNC
48624	HCN       3381.57m		HCN
48629	HCN       3381.57m		HCN
48634	HCN       3381.57m		HCN
48639	HCN       1690.79m		HCN
48644	HCN       1690.79m		HCN
48649	HCN       1690.79m		HCN
48654	HCN       1127.22m		HCN
48659	HCN       845.428m		HCN
48664	HCN       676.373m		HCN
48669	HCN       563.665m		HCN
48674	HCN       483.168m		HCN
48679	HCN       422.796m		HCN
48684	HCN       375.844m		HCN
48689	HCN       338.285m		HCN
48694	HCN       307.557m		HCN
48699	HCN       281.953m		HCN
48704	HCN       260.290m		HCN
48709	HCN       241.723m		HCN
48714	HCN       225.634m		HCN
48719	HCN       211.558m		HCN
48724	HCN       199.139m		HCN
48729	HCN       188.102m		HCN
48734	HCN       178.228m		HCN
48739	HCN       169.342m		HCN
48744	HCN       161.305m		HCN
48749	HCN       153.999m		HCN
48754	HCN       147.329m		HCN
48759	HCN       141.217m		HCN
48764	HCN       135.594m		HCN
48769	HCN       130.405m		HCN
48774	HCN       125.602m		HCN
48779	HCN       121.142m		HCN
48784	HCN       116.991m		HCN
48789	HCS+      7023.02m		HCS+
48794	HCS+      3511.64m		HCS+
48799	HCS+      2341.12m		HCS+
48804	HCS+      1755.88m		HCS+
48809	HCS+      1404.70m		HCS+
48814	HCS+      1170.63m		HCS+
48819	HCS+      1003.41m		HCS+
48824	HCS+      878.017m		HCS+
48829	HCS+      780.488m		HCS+
48834	HCS+      702.460m		HCS+
48839	HCS+      638.632m		HCS+
48844	HCS+      585.437m		HCS+
48849	HCS+      540.431m		HCS+
48854	HCS+      501.859m		HCS+
48859	HCS+      468.425m		HCS+
48864	HCS+      439.178m		HCS+
48869	HCS+      413.372m		HCS+
48874	HCS+      390.433m		HCS+
48879	HCS+      369.912m		HCS+
48884	HCS+      351.445m		HCS+
48889	HCS+      334.737m		HCS+
48894	HCS+      319.549m		HCS+
48899	HCS+      305.683m		HCS+
48904	HCS+      292.974m		HCS+
48909	HCS+      281.283m		HCS+
48914	HCS+      270.492m		HCS+
48919	HCS+      260.502m		HCS+
48924	HCS+      251.226m		HCS+
48929	HCS+      242.591m		HCS+
48934	HCS+      234.532m		HCS+
48939	N2H+      3216.76m		N2H+
48944	N2H+      3216.75m		N2H+
48949	N2H+      3216.75m		N2H+
48954	N2H+      3216.75m		N2H+
48959	N2H+      3216.75m		N2H+
48964	N2H+      3216.75m		N2H+
48969	N2H+      3216.70m		N2H+
48974	N2H+      3216.70m		N2H+
48979	N2H+      3216.69m		N2H+
48984	N2H+      3216.68m		N2H+
48989	N2H+      3216.68m		N2H+
48994	N2H+      3216.68m		N2H+
48999	N2H+      3216.60m		N2H+
49004	N2H+      3216.60m		N2H+
49009	N2H+      3216.60m		N2H+
49014	N2H+      1608.37m		N2H+
49019	N2H+      1608.37m		N2H+
49024	N2H+      1608.38m		N2H+
49029	N2H+      1608.39m		N2H+
49034	N2H+      1608.39m		N2H+
49039	N2H+      1608.37m		N2H+
49044	N2H+      1608.38m		N2H+
49049	N2H+      1608.38m		N2H+
49054	N2H+      1608.36m		N2H+
49059	N2H+      1608.37m		N2H+
49064	N2H+      1608.37m		N2H+
49069	N2H+      1608.38m		N2H+
49074	N2H+      1608.38m		N2H+
49079	N2H+      1608.37m		N2H+
49084	N2H+      1608.37m		N2H+
49089	N2H+      1608.37m		N2H+
49094	N2H+      1608.35m		N2H+
49099	N2H+      1608.36m		N2H+
49104	N2H+      1608.37m		N2H+
49109	N2H+      1608.37m		N2H+
49114	N2H+      1608.34m		N2H+
49119	N2H+      1608.34m		N2H+
49124	N2H+      1608.35m		N2H+
49129	N2H+      1608.36m		N2H+
49134	N2H+      1608.38m		N2H+
49139	N2H+      1608.34m		N2H+
49144	N2H+      1608.34m		N2H+
49149	N2H+      1608.36m		N2H+
49154	N2H+      1608.36m		N2H+
49159	N2H+      1608.38m		N2H+
49164	N2H+      1608.34m		N2H+
49169	N2H+      1608.36m		N2H+
49174	N2H+      1608.38m		N2H+
49179	N2H+      1072.27m		N2H+
49184	N2H+      1072.27m		N2H+
49189	N2H+      1072.27m		N2H+
49194	N2H+      1072.27m		N2H+
49199	N2H+      1072.27m		N2H+
49204	N2H+      1072.27m		N2H+
49209	N2H+      1072.27m		N2H+
49214	N2H+      1072.26m		N2H+
49219	N2H+      1072.27m		N2H+
49224	N2H+      1072.27m		N2H+
49229	N2H+      1072.27m		N2H+
49234	N2H+      1072.27m		N2H+
49239	N2H+      1072.27m		N2H+
49244	N2H+      1072.27m		N2H+
49249	N2H+      1072.26m		N2H+
49254	N2H+      1072.27m		N2H+
49259	N2H+      1072.26m		N2H+
49264	N2H+      1072.26m		N2H+
49269	N2H+      1072.26m		N2H+
49274	N2H+      1072.27m		N2H+
49279	N2H+      1072.27m		N2H+
49284	N2H+      1072.25m		N2H+
49289	N2H+      1072.26m		N2H+
49294	N2H+      1072.27m		N2H+
49299	N2H+      1072.25m		N2H+
49304	N2H+      1072.26m		N2H+
49309	N2H+      1072.27m		N2H+
49314	N2H+      1072.27m		N2H+
49319	N2H+      1072.27m		N2H+
49324	N2H+      804.220m		N2H+
49329	N2H+      804.221m		N2H+
49334	N2H+      804.224m		N2H+
49339	N2H+      804.220m		N2H+
49344	N2H+      804.224m		N2H+
49349	N2H+      804.219m		N2H+
49354	N2H+      804.220m		N2H+
49359	N2H+      804.224m		N2H+
49364	N2H+      804.220m		N2H+
49369	N2H+      804.221m		N2H+
49374	N2H+      804.215m		N2H+
49379	N2H+      804.221m		N2H+
49384	N2H+      804.221m		N2H+
49389	N2H+      804.220m		N2H+
49394	N2H+      804.219m		N2H+
49399	N2H+      804.220m		N2H+
49404	N2H+      804.215m		N2H+
49409	N2H+      804.220m		N2H+
49414	N2H+      804.215m		N2H+
49419	N2H+      804.220m		N2H+
49424	N2H+      804.221m		N2H+
49429	N2H+      643.398m		N2H+
49434	N2H+      643.399m		N2H+
49439	N2H+      643.401m		N2H+
49444	N2H+      643.398m		N2H+
49449	N2H+      643.398m		N2H+
49454	N2H+      643.401m		N2H+
49459	N2H+      643.398m		N2H+
49464	N2H+      643.401m		N2H+
49469	N2H+      643.398m		N2H+
49474	N2H+      643.399m		N2H+
49479	N2H+      643.395m		N2H+
49484	N2H+      643.398m		N2H+
49489	N2H+      643.399m		N2H+
49494	N2H+      643.397m		N2H+
49499	N2H+      643.398m		N2H+
49504	N2H+      643.398m		N2H+
49509	N2H+      643.395m		N2H+
49514	N2H+      643.398m		N2H+
49519	N2H+      643.395m		N2H+
49524	N2H+      643.397m		N2H+
49529	N2H+      643.398m		N2H+
49534	HCO+      3360.43m		HCO+
49539	HCO+      1680.21m		HCO+
49544	HCO+      1120.18m		HCO+
49549	HCO+      840.150m		HCO+
49554	HCO+      672.144m		HCO+
49559	HCO+      560.140m		HCO+
49564	HCO+      480.147m		HCO+
49569	HCO+      420.151m		HCO+
49574	HCO+      373.490m		HCO+
49579	HCO+      336.166m		HCO+
49584	HCO+      305.628m		HCO+
49589	HCO+      280.184m		HCO+
49594	HCO+      258.655m		HCO+
49599	HCO+      240.204m		HCO+
49604	HCO+      224.214m		HCO+
49609	HCO+      210.226m		HCO+
49614	HCO+      197.884m		HCO+
49619	HCO+      186.915m		HCO+
49624	HCO+      177.102m		HCO+
49629	HCO+      168.271m		HCO+
49634	HCO+      160.284m		HCO+
49639	HCO+      153.023m		HCO+
49644	HCO+      146.395m		HCO+
49649	HCO+      140.320m		HCO+
49654	HCO+      134.732m		HCO+
49659	HCO+      129.576m		HCO+
49664	HCO+      124.802m		HCO+
49669	HCO+      120.370m		HCO+
49674	HCO+      116.245m		HCO+
49679	HCO+      112.396m		HCO+
49684	SiC2      1.27030c		SiC2
49689	SiC2      4265.05m		SiC2
49694	SiC2      1426.96m		SiC2
49699	SiC2      199.941c		SiC2
49704	SiC2      1835.37m		SiC2
49709	SiC2      1279.41m		SiC2
49714	SiC2      4225.39m		SiC2
49719	SiC2      2597.37m		SiC2
49724	SiC2      3179.79m		SiC2
49729	SiC2      3135.91m		SiC2
49734	SiC2      14.9212c		SiC2
49739	SiC2      1797.42m		SiC2
49744	SiC2      1045.19m		SiC2
49749	SiC2      8769.53m		SiC2
49754	SiC2      1890.92m		SiC2
49759	SiC2      2126.63m		SiC2
49764	SiC2      2062.14m		SiC2
49769	SiC2      3.32135c		SiC2
49774	SiC2      1826.99m		SiC2
49779	SiC2      855.711m		SiC2
49784	SiC2      1.90788c		SiC2
49789	SiC2      459.244m		SiC2
49794	SiC2      616.545m		SiC2
49799	SiC2      401.933m		SiC2
49804	SiC2      557.884m		SiC2
49809	SiC2      819.180m		SiC2
49814	SiC2      494.425m		SiC2
49819	SiC2      862.206m		SiC2
49824	SiC2      388.893m		SiC2
49829	SiC2      578.479m		SiC2
49834	SiC2      885.185m		SiC2
49839	SiC2      1602.13m		SiC2
49844	SiC2      1497.27m		SiC2
49849	SiC2      1526.30m		SiC2
49854	SiC2      3.52016c		SiC2
49859	SiC2      475.517m		SiC2
49864	SiC2      921.323m		SiC2
49869	SiC2      376.035m		SiC2
49874	SiC2      597.816m		SiC2
49879	SiC2      968.071m		SiC2
49884	SiC2      1427.77m		SiC2
49889	SiC2      1357.59m		SiC2
49894	SiC2      1350.07m		SiC2
49899	SiC2      3.07608c		SiC2
49904	SiC2      457.667m		SiC2
49909	SiC2      986.703m		SiC2
49914	SiC2      363.128m		SiC2
49919	SiC2      610.632m		SiC2
49924	SiC2      1075.21m		SiC2
49929	SiC2      1288.97m		SiC2
49934	SiC2      1241.74m		SiC2
49939	SiC2      442.867m		SiC2
49944	SiC2      1058.47m		SiC2
49949	SiC2      350.032m		SiC2
49954	SiC2      607.774m		SiC2
49959	SiC2      1217.69m		SiC2
49964	SiC2      626.946m		SiC2
49969	SiC2      5752.18m		SiC2
49974	SiC2      6367.69m		SiC2
49979	SiC2      1840.78m		SiC2
49984	SiC2      3233.27m		SiC2
49989	SiC2      3220.77m		SiC2
49994	SiC2      4236.13m		SiC2
49999	SiC2      4204.07m		SiC2
50004	SiC2      43.4669c		SiC2
50009	SiC2      1821.99m		SiC2
50014	SiC2      1154.69m		SiC2
50019	SiC2      5863.50m		SiC2
50024	SiC2      2184.72m		SiC2
50029	SiC2      2547.73m		SiC2
50034	SiC2      2492.46m		SiC2
50039	SiC2      6.49168c		SiC2
50044	SiC2      1757.92m		SiC2
50049	SiC2      946.353m		SiC2
50054	SiC2      1.42614c		SiC2
50059	SiC2      1702.53m		SiC2
50064	SiC2      1670.39m		SiC2
50069	SiC2      1755.45m		SiC2
50074	SiC2      2.43243c		SiC2
50079	SiC2      514.634m		SiC2
50084	SiC2      808.972m		SiC2
50089	SiC2      515.244m		SiC2
50094	SiC2      614.008m		SiC2
50099	SiC2      457.374m		SiC2
50104	SiC2      619.333m		SiC2
50109	SiC2      2538.67m		SiC2
50114	SiC2      496.069m		SiC2
